,Clean_Tweet,sentiment
1242,get hand end pretty,Positive
1244,final prep burke prep back action next elkhorn south,Positive
1245,pretty love dress,Positive
1247,man,Positive
1248,proximity marketing game changer,Positive
1249,cute man,Positive
1251,tribe acoma si,Positive
1252,truth,Positive
1253,left game,Positive
1254,cheap material san,Positive
1256,said stay home cold outside,Positive
1257,love disagree,Positive
1258,piece tonight mark,Positive
1259,lemonade,Positive
1261,come would heading championship game get wrong,Positive
1262,wintertide huge success wonderful see many people enjoying outdoors today thankful,Positive
1263,auto correct,Positive
1265,love,Positive
1267,also true,Positive
1268,girl,Positive
1269,getting chippy keep head suspension coming head shot,Positive
1271,cast ballot click player think house vote,Positive
1272,dog,Positive
1273,purple,Positive
1274,get fried,Positive
1275,let,Positive
1276,screamer,Positive
1277,cool,Positive
1278,love double,Positive
1279,yeah happening,Positive
1280,thank honor chosen,Positive
1281,way,Positive
1282,saying gilbert number hanging one day face return basketball,Positive
1283,funny,Positive
1284,till close potato,Positive
1285,win,Positive
1287,find guy,Positive
1288,everyday like,Positive
1289,almost back walk steroid cannot girl seen bit,Positive
1290,gentle good night rage rage dying light,Positive
1291,else going,Positive
1293,aye music way dramatic relax,Positive
1294,listen fall forward,Positive
1295,tua,Positive
1296,dragon last night wished blessing,Positive
1298,make play natty game done,Positive
1299,weather gorgeous,Positive
1300,defensive rebound coast coast finish,Positive
1301,son la,Positive
1302,end,Positive
1303,slept got pink eye everyone high also barley made region going lost money chapped great day,Positive
1304,new york subway get spitting throw nothing lewis,Positive
1306,tell still need already high get,Positive
1308,way sometimes,Positive
1309,point everything,Positive
1310,dont want cheating as man tell dont nip bud going cheat told thats,Positive
1312,vision,Positive
1313,question night really really,Positive
1314,nick get dressed going get hot chocolate back,Positive
1316,much love name never phone,Positive
1317,happy,Positive
1318,high,Positive
1319,campus turn around see statue saint peter sorry god,Positive
1320,hornet hit tourney place team,Positive
1322,limited available door miss holiday event,Positive
1323,wild,Positive
1326,want installation,Positive
1327,nothing soft,Positive
1329,well,Positive
1331,make argument sure,Positive
1332,happy birthday,Positive
1334,sometimes legit tell someone get formation actually,Positive
1335,tied headed,Positive
1337,pacific coliseum,Positive
1338,elite black granny shade right,Positive
1340,jack rolled garden one dolly tonight,Positive
1342,yes point cloud daughter next real thing slick new yes color data output,Positive
1343,nope never man,Positive
1344,expand mind,Positive
1345,as frozen,Positive
1346,said couple ago season,Positive
1349,said something si damn sure ago,Positive
1354,alive eve daddy first wife son,Positive
1355,girl wait work home,Positive
1356,posted photo,Positive
1358,sock apparently never,Positive
1359,peace irreplaceable feeling,Positive
1360,boxing champ sporting jersey round knock,Positive
1362,absolutely sexy,Positive
1364,really ball,Positive
1365,back,Positive
1366,yea rolling,Positive
1367,thread thread trust plan part thread ready let word trust trust many many time,Positive
1368,way around,Positive
1370,want talk,Positive
1371,one time hot wire wrapped going mac sup girl,Positive
1373,profile picture seem like want pack bull,Positive
1374,wow way got shook laker play,Positive
1376,small medium,Positive
1377,director even odds insurmountable must persist injustice otherwise cede power care small democracy,Positive
1378,good luck tomorrow team watching sending good,Positive
1379,today emotional,Positive
1381,amazing,Positive
1382,taking panoramic moving apparently crack,Positive
1384,printing office,Positive
1385,watched tonight like clearly want play,Positive
1386,thanks,Positive
1388,let finish,Positive
1390,care,Positive
1392,show love share,Positive
1393,see rise,Positive
1395,need game suspension need hit like player puck ago mention one came back concussion absolutely dirty hit,Positive
1396,important reassuring bumblebee review seen far,Positive
1398,really waiting whole as hour kona happy hour,Positive
1399,starting see post premillennial,Positive
1405,yes crook,Positive
1406,came bit short fun tourney lady,Positive
1407,else never took night mode found night mode,Positive
1408,thank,Positive
1410,taught,Positive
1413,home new jersey,Positive
1414,imagine people living life peace million people since shot peace,Positive
1417,brother,Positive
1418,whole body,Positive
1420,release,Positive
1421,boom go dynamite,Positive
1422,race draft real,Positive
1423,great part south parade year,Positive
1424,stuck work least work place four star four diamond resort,Positive
1426,bit delusional,Positive
1427,someone tune find one black person,Positive
1428,fair enough,Positive
1429,jeff proctor san valley,Positive
1431,step back,Positive
1433,let know watch abridged credit thing love way,Positive
1434,great condition watt tube guitar foot switch gig bag killer shirt door great service music store thanks music,Positive
1436,night every night mix welcome skate center,Positive
1437,beautiful city happiness warmth beauty decorated,Positive
1440,squad member,Positive
1443,con pet daughter love downtown,Positive
1444,wearing sweater tonight,Positive
1445,always political hack policy genius,Positive
1446,sleeping standing skill,Positive
1449,thanks si,Positive
1452,arctic vertical band took finally like new album love used sound,Positive
1453,look alike click link view today comedy snicker smirk comic,Positive
1454,throwback world trade center,Positive
1455,fan thanks finally losing today,Positive
1457,overtime,Positive
1458,big mac,Positive
1459,lie,Positive
1463,big as beer guy,Positive
1464,unreal,Positive
1465,please give rookie year,Positive
1466,got pair exact house,Positive
1467,involved,Positive
1468,found week,Positive
1470,plan along,Positive
1472,would like see cover,Positive
1473,marry dormer,Positive
1475,one lucky girl since day one like gold never real argument never raised voice used think relationship like wrong everyday,Positive
1477,thank stayed whole time much stuck,Positive
1478,versus,Positive
1479,maple,Positive
1481,taking photo tree today old guy came sat right front move,Positive
1482,rose rose rancho,Positive
1483,deal wing get helicopter time,Positive
1484,fine si,Positive
1485,end regulation score tied lead,Positive
1486,say chippy late hit sent dressing room got fighting game later fought huge open ice hit like,Positive
1487,month old nest thermostat today support helpful sending new one day good example essential tech choose simplicity backup,Positive
1488,would prefer control narrative create drama leading never chance though statistically best,Positive
